values,time_s,h,m,s
0.05,20:56:00,20,56,0
0.03,20:56:20,20,56,20
0.13,20:56:40,20,56,40
0.1,20:57:00,20,57,0
0.06,20:57:20,20,57,20
0.1,20:57:40,20,57,40
0.06,20:58:00,20,58,0
0.1,20:58:20,20,58,20
0.06,20:58:40,20,58,40
0.08,20:59:00,20,59,0
0.08,20:59:20,20,59,20
0.07,20:59:40,20,59,40
0.09,21:00:00,21,0,0
0.09,21:00:20,21,0,20
0.07,21:00:40,21,0,40
0.05,21:01:00,21,1,0
0.11,21:01:20,21,1,20
0.02,21:01:40,21,1,40
0.14,21:02:00,21,2,0
0.02,21:02:20,21,2,20
0.14,21:02:40,21,2,40
0.07,21:03:00,21,3,0
0.09,21:03:20,21,3,20
0.05,21:03:40,21,3,40
0.11,21:04:00,21,4,0
0.05,21:04:20,21,4,20
0.11,21:04:40,21,4,40
0.1,21:05:00,21,5,0
0.06,21:05:20,21,5,20
0.04,21:05:40,21,5,40
0.12,21:06:00,21,6,0
0.04,21:06:20,21,6,20
0.12,21:06:40,21,6,40
0.1,21:07:00,21,7,0
0.06,21:07:20,21,7,20
0.02,21:07:40,21,7,40
0.14,21:08:00,21,8,0
0.02,21:08:20,21,8,20
0.14,21:08:40,21,8,40
0.06,21:09:00,21,9,0
0.1,21:09:20,21,9,20
0.06,21:09:40,21,9,40
0.1,21:10:00,21,10,0
0.1,21:10:20,21,10,20
0.06,21:10:40,21,10,40
0.03,21:11:00,21,11,0
0.13,21:11:20,21,11,20
0.04,21:11:40,21,11,40
0.12,21:12:00,21,12,0
0.04,21:12:20,21,12,20
0.12,21:12:40,21,12,40
0.07,21:13:00,21,13,0
0.09,21:13:20,21,13,20
0.02,21:13:40,21,13,40
0.14,21:14:00,21,14,0
0.06,21:14:20,21,14,20
0.1,21:14:40,21,14,40
0.13,21:15:00,21,15,0
0.03,21:15:20,21,15,20
0.11,21:15:40,21,15,40
0.05,21:16:00,21,16,0
0.09,21:16:20,21,16,20
0.07,21:16:40,21,16,40
0.09,21:17:00,21,17,0
0.07,21:17:20,21,17,20
0.03,21:17:40,21,17,40
0.13,21:18:00,21,18,0
0.09,21:18:20,21,18,20
0.07,21:18:40,21,18,40
0.04,21:19:00,21,19,0
0.12,21:19:20,21,19,20
0.07,21:19:40,21,19,40
0.09,21:20:00,21,20,0
0.04,21:20:20,21,20,20
0.12,21:20:40,21,20,40
0.08,21:21:00,21,21,0
0.08,21:21:20,21,21,20
0.13,21:21:40,21,21,40
0.03,21:22:00,21,22,0
0.01,21:22:20,21,22,20
0.15,21:22:40,21,22,40
0.06,21:23:00,21,23,0
0.1,21:23:20,21,23,20
0.07,21:23:40,21,23,40
0.09,21:24:00,21,24,0
0.13,21:24:20,21,24,20
0.03,21:24:40,21,24,40
0.11,21:25:00,21,25,0
0.05,21:25:20,21,25,20
0.03,21:25:40,21,25,40
0.13,21:26:00,21,26,0
0.07,21:26:20,21,26,20
0.09,21:26:40,21,26,40
0.09,21:27:00,21,27,0
0.07,21:27:20,21,27,20
0.07,21:27:40,21,27,40
0.09,21:28:00,21,28,0
0.11,21:28:20,21,28,20
0.05,21:28:40,21,28,40
0.06,21:29:00,21,29,0
0.1,21:29:20,21,29,20
0.06,21:29:40,21,29,40
0.1,21:30:00,21,30,0
0.03,21:30:20,21,30,20
0.13,21:30:40,21,30,40
0.11,21:31:00,21,31,0
0.05,21:31:20,21,31,20
0.07,21:31:40,21,31,40
0.09,21:32:00,21,32,0
0.09,21:32:20,21,32,20
0.07,21:32:40,21,32,40
0.06,21:33:00,21,33,0
0.1,21:33:20,21,33,20
0.08,21:33:40,21,33,40
0.08,21:34:00,21,34,0
0.11,21:34:20,21,34,20
0.05,21:34:40,21,34,40
0.07,21:35:00,21,35,0
0.09,21:35:20,21,35,20
0.03,21:35:40,21,35,40
0.13,21:36:00,21,36,0
0.08,21:36:20,21,36,20
0.08,21:36:40,21,36,40
0.06,21:37:00,21,37,0
0.1,21:37:20,21,37,20
0.01,21:37:40,21,37,40
0.15,21:38:00,21,38,0
0.11,21:38:20,21,38,20
0.05,21:38:40,21,38,40
0.03,21:39:00,21,39,0
0.13,21:39:20,21,39,20
0.05,21:39:40,21,39,40
0.11,21:40:00,21,40,0
0.1,21:40:20,21,40,20
0.06,21:40:40,21,40,40
0.03,21:41:00,21,41,0
0.13,21:41:20,21,41,20
0.11,21:41:40,21,41,40
0.05,21:42:00,21,42,0
0.09,21:42:20,21,42,20
0.07,21:42:40,21,42,40
0.13,21:43:00,21,43,0
0.03,21:43:20,21,43,20
0.03,21:43:40,21,43,40
0.13,21:44:00,21,44,0
0.11,21:44:20,21,44,20
0.05,21:44:40,21,44,40
0.08,21:45:00,21,45,0
0.08,21:45:20,21,45,20
0.13,21:45:40,21,45,40
0.03,21:46:00,21,46,0
0.08,21:46:20,21,46,20
0.08,21:46:40,21,46,40
0.11,21:47:00,21,47,0
0.05,21:47:20,21,47,20
0.09,21:47:40,21,47,40
0.07,21:48:00,21,48,0
0.13,21:48:20,21,48,20
0.03,21:48:40,21,48,40
0.1,21:49:00,21,49,0
0.06,21:49:20,21,49,20
0.06,21:49:40,21,49,40
0.1,21:50:00,21,50,0
0.11,21:50:20,21,50,20
0.05,21:50:40,21,50,40
0.05,21:51:00,21,51,0
0.11,21:51:20,21,51,20
0.09,21:51:40,21,51,40
0.07,21:52:00,21,52,0
0.09,21:52:20,21,52,20
0.07,21:52:40,21,52,40
0.13,21:53:00,21,53,0
0.03,21:53:20,21,53,20
0.11,21:53:40,21,53,40
0.05,21:54:00,21,54,0
0.08,21:54:20,21,54,20
0.08,21:54:40,21,54,40
0.06,21:55:00,21,55,0
0.1,21:55:20,21,55,20
0.08,21:55:40,21,55,40
0.08,21:56:00,21,56,0
0.03,21:56:20,21,56,20
0.13,21:56:40,21,56,40
0.09,21:57:00,21,57,0
0.07,21:57:20,21,57,20
0.1,21:57:40,21,57,40
0.06,21:58:00,21,58,0
0.08,21:58:20,21,58,20
0.08,21:58:40,21,58,40
0.01,21:59:00,21,59,0
0.15,21:59:20,21,59,20
0.01,21:59:40,21,59,40
0.15,22:00:00,22,0,0
0.03,22:00:20,22,0,20
0.13,22:00:40,22,0,40
0.02,22:01:00,22,1,0
0.14,22:01:20,22,1,20
0.05,22:01:40,22,1,40
0.11,22:02:00,22,2,0
0.1,22:02:20,22,2,20
0.06,22:02:40,22,2,40
0.08,22:03:00,22,3,0
0.08,22:03:20,22,3,20
0.09,22:03:40,22,3,40
0.07,22:04:00,22,4,0
0.09,22:04:20,22,4,20
0.07,22:04:40,22,4,40
0.03,22:05:00,22,5,0
0.13,22:05:20,22,5,20
0.06,22:05:40,22,5,40
0.1,22:06:00,22,6,0
0.02,22:06:20,22,6,20
0.14,22:06:40,22,6,40
0.05,22:07:00,22,7,0
0.11,22:07:20,22,7,20
0.03,22:07:40,22,7,40
0.13,22:08:00,22,8,0
0.13,22:08:20,22,8,20
0.03,22:08:40,22,8,40
0.11,22:09:00,22,9,0
0.05,22:09:20,22,9,20
0.06,22:09:40,22,9,40
0.1,22:10:00,22,10,0
0.02,22:10:20,22,10,20
0.14,22:10:40,22,10,40
0.05,22:11:00,22,11,0
0.11,22:11:20,22,11,20
0.05,22:11:40,22,11,40
0.11,22:12:00,22,12,0
0.06,22:12:20,22,12,20
0.1,22:12:40,22,12,40
0.03,22:13:00,22,13,0
0.13,22:13:20,22,13,20
0.1,22:13:40,22,13,40
0.06,22:14:00,22,14,0
0.04,22:14:20,22,14,20
0.12,22:14:40,22,14,40
0.11,22:15:00,22,15,0
0.05,22:15:20,22,15,20
0.07,22:15:40,22,15,40
0.09,22:16:00,22,16,0
0.04,22:16:20,22,16,20
0.12,22:16:40,22,16,40
0.03,22:17:00,22,17,0
0.13,22:17:20,22,17,20
0.09,22:17:40,22,17,40
0.07,22:18:00,22,18,0
0.11,22:18:20,22,18,20
0.05,22:18:40,22,18,40
0.13,22:19:00,22,19,0
0.03,22:19:20,22,19,20
0.09,22:19:40,22,19,40
0.07,22:20:00,22,20,0
0.13,22:20:20,22,20,20
0.03,22:20:40,22,20,40
0.04,22:21:00,22,21,0
0.12,22:21:20,22,21,20
0.1,22:21:40,22,21,40
0.06,22:22:00,22,22,0
0.09,22:22:20,22,22,20
0.07,22:22:40,22,22,40
0.05,22:23:00,22,23,0
0.11,22:23:20,22,23,20
0.1,22:23:40,22,23,40
0.06,22:24:00,22,24,0
0.03,22:24:20,22,24,20
0.13,22:24:40,22,24,40
0.03,22:25:00,22,25,0
0.13,22:25:20,22,25,20
0.07,22:25:40,22,25,40
0.09,22:26:00,22,26,0
0.03,22:26:20,22,26,20
0.13,22:26:40,22,26,40
0.05,22:27:00,22,27,0
0.11,22:27:20,22,27,20
0.11,22:27:40,22,27,40
0.05,22:28:00,22,28,0
0.02,22:28:20,22,28,20
0.14,22:28:40,22,28,40
0.04,22:29:00,22,29,0
0.12,22:29:20,22,29,20
0.08,22:29:40,22,29,40
0.08,22:30:00,22,30,0
0.03,22:30:20,22,30,20
0.13,22:30:40,22,30,40
0.08,22:31:00,22,31,0
0.08,22:31:20,22,31,20
0.05,22:31:40,22,31,40
0.11,22:32:00,22,32,0
0.01,22:32:20,22,32,20
0.15,22:32:40,22,32,40
0.1,22:33:00,22,33,0
0.06,22:33:20,22,33,20
0.04,22:33:40,22,33,40
0.12,22:34:00,22,34,0
0.13,22:34:20,22,34,20
0.03,22:34:40,22,34,40
0.05,22:35:00,22,35,0
0.11,22:35:20,22,35,20
0.05,22:35:40,22,35,40
0.11,22:36:00,22,36,0
0.05,22:36:20,22,36,20
0.11,22:36:40,22,36,40
0.09,22:37:00,22,37,0
0.07,22:37:20,22,37,20
0.13,22:37:40,22,37,40
0.03,22:38:00,22,38,0
0.1,22:38:20,22,38,20
0.06,22:38:40,22,38,40
0.1,22:39:00,22,39,0
0.06,22:39:20,22,39,20
0.1,22:39:40,22,39,40
0.06,22:40:00,22,40,0
0.06,22:40:20,22,40,20
0.1,22:40:40,22,40,40
0.1,22:41:00,22,41,0
0.06,22:41:20,22,41,20
0.08,22:41:40,22,41,40
0.08,22:42:00,22,42,0
0.13,22:42:20,22,42,20
0.03,22:42:40,22,42,40
0.09,22:43:00,22,43,0
0.07,22:43:20,22,43,20
0.13,22:43:40,22,43,40
0.03,22:44:00,22,44,0
0.03,22:44:20,22,44,20
0.13,22:44:40,22,44,40
0.03,22:45:00,22,45,0
0.13,22:45:20,22,45,20
0.07,22:45:40,22,45,40
0.09,22:46:00,22,46,0
0.13,22:46:20,22,46,20
0.03,22:46:40,22,46,40
0.03,22:47:00,22,47,0
0.13,22:47:20,22,47,20
0.03,22:47:40,22,47,40
0.13,22:48:00,22,48,0
0.13,22:48:20,22,48,20
0.03,22:48:40,22,48,40
0.02,22:49:00,22,49,0
0.14,22:49:20,22,49,20
0.1,22:49:40,22,49,40
0.06,22:50:00,22,50,0
0.06,22:50:20,22,50,20
0.1,22:50:40,22,50,40
0.04,22:51:00,22,51,0
0.12,22:51:20,22,51,20
0.11,22:51:40,22,51,40
0.05,22:52:00,22,52,0
0.09,22:52:20,22,52,20
0.07,22:52:40,22,52,40
0.08,22:53:00,22,53,0
0.08,22:53:20,22,53,20
0.09,22:53:40,22,53,40
0.07,22:54:00,22,54,0
0.11,22:54:20,22,54,20
0.05,22:54:40,22,54,40
0.06,22:55:00,22,55,0
0.1,22:55:20,22,55,20
0.01,22:55:40,22,55,40
0.15,22:56:00,22,56,0
0.08,22:56:20,22,56,20
0.08,22:56:40,22,56,40
0.02,22:57:00,22,57,0
0.14,22:57:20,22,57,20
0.07,22:57:40,22,57,40
0.09,22:58:00,22,58,0
0.11,22:58:20,22,58,20
0.05,22:58:40,22,58,40
0.07,22:59:00,22,59,0
0.09,22:59:20,22,59,20
0.06,22:59:40,22,59,40
0.1,23:00:00,23,0,0
0.07,23:00:20,23,0,20
0.09,23:00:40,23,0,40
0.03,23:01:00,23,1,0
0.13,23:01:20,23,1,20
0.06,23:01:40,23,1,40
0.1,23:02:00,23,2,0
0.02,23:02:20,23,2,20
0.14,23:02:40,23,2,40
0.11,23:03:00,23,3,0
0.05,23:03:20,23,3,20
0.02,23:03:40,23,3,40
0.14,23:04:00,23,4,0
0.02,23:04:20,23,4,20
0.14,23:04:40,23,4,40
0.08,23:05:00,23,5,0
0.08,23:05:20,23,5,20
0.09,23:05:40,23,5,40
0.07,23:06:00,23,6,0
0.1,23:06:20,23,6,20
0.06,23:06:40,23,6,40
0.07,23:07:00,23,7,0
0.09,23:07:20,23,7,20
0.08,23:07:40,23,7,40
0.08,23:08:00,23,8,0
0.13,23:08:20,23,8,20
0.03,23:08:40,23,8,40
0.04,23:09:00,23,9,0
0.12,23:09:20,23,9,20
0.07,23:09:40,23,9,40
0.09,23:10:00,23,10,0
0.03,23:10:20,23,10,20
0.13,23:10:40,23,10,40
0.07,23:11:00,23,11,0
0.09,23:11:20,23,11,20
0.04,23:11:40,23,11,40
0.12,23:12:00,23,12,0
0.02,23:12:20,23,12,20
0.14,23:12:40,23,12,40
0.1,23:13:00,23,13,0
0.06,23:13:20,23,13,20
0.13,23:13:40,23,13,40
0.03,23:14:00,23,14,0
0.09,23:14:20,23,14,20
0.07,23:14:40,23,14,40
0.05,23:15:00,23,15,0
0.11,23:15:20,23,15,20
0.04,23:15:40,23,15,40
0.12,23:16:00,23,16,0
0.03,23:16:20,23,16,20
0.13,23:16:40,23,16,40
0.05,23:17:00,23,17,0
0.11,23:17:20,23,17,20
0.06,23:17:40,23,17,40
0.1,23:18:00,23,18,0
0.11,23:18:20,23,18,20
0.05,23:18:40,23,18,40
0.04,23:19:00,23,19,0
0.12,23:19:20,23,19,20
0.02,23:19:40,23,19,40
0.14,23:20:00,23,20,0
0.04,23:20:20,23,20,20
0.12,23:20:40,23,20,40
0.09,23:21:00,23,21,0
0.07,23:21:20,23,21,20
0.02,23:21:40,23,21,40
0.14,23:22:00,23,22,0
0.05,23:22:20,23,22,20
0.11,23:22:40,23,22,40
0.11,23:23:00,23,23,0
0.05,23:23:20,23,23,20
0.13,23:23:40,23,23,40
0.03,23:24:00,23,24,0
0.11,23:24:20,23,24,20
0.05,23:24:40,23,24,40
0.1,23:25:00,23,25,0
0.06,23:25:20,23,25,20
0.06,23:25:40,23,25,40
0.1,23:26:00,23,26,0
0.08,23:26:20,23,26,20
0.08,23:26:40,23,26,40
0.02,23:27:00,23,27,0
0.14,23:27:20,23,27,20
0.11,23:27:40,23,27,40
0.05,23:28:00,23,28,0
0.06,23:28:20,23,28,20
0.1,23:28:40,23,28,40
0.1,23:29:00,23,29,0
0.06,23:29:20,23,29,20
0.03,23:29:40,23,29,40
0.13,23:30:00,23,30,0
0.07,23:30:20,23,30,20
0.09,23:30:40,23,30,40
0.01,23:31:00,23,31,0
0.15,23:31:20,23,31,20
0.13,23:31:40,23,31,40
0.03,23:32:00,23,32,0
0.01,23:32:20,23,32,20
0.15,23:32:40,23,32,40
0.07,23:33:00,23,33,0
0.09,23:33:20,23,33,20
0.05,23:33:40,23,33,40
0.11,23:34:00,23,34,0
0.1,23:34:20,23,34,20
0.06,23:34:40,23,34,40
0.05,23:35:00,23,35,0
0.11,23:35:20,23,35,20
0.11,23:35:40,23,35,40
0.05,23:36:00,23,36,0
0.04,23:36:20,23,36,20
0.12,23:36:40,23,36,40
0.11,23:37:00,23,37,0
0.05,23:37:20,23,37,20
0.01,23:37:40,23,37,40
0.15,23:38:00,23,38,0
0.06,23:38:20,23,38,20
0.1,23:38:40,23,38,40
0.03,23:39:00,23,39,0
0.13,23:39:20,23,39,20
0.03,23:39:40,23,39,40
0.13,23:40:00,23,40,0
0.08,23:40:20,23,40,20
0.08,23:40:40,23,40,40
0.1,23:41:00,23,41,0
0.06,23:41:20,23,41,20
0.09,23:41:40,23,41,40
0.07,23:42:00,23,42,0
0.03,23:42:20,23,42,20
0.13,23:42:40,23,42,40
0.04,23:43:00,23,43,0
0.12,23:43:20,23,43,20
0.06,23:43:40,23,43,40
0.1,23:44:00,23,44,0
0.07,23:44:20,23,44,20
0.09,23:44:40,23,44,40
0.13,23:45:00,23,45,0
0.03,23:45:20,23,45,20
0.07,23:45:40,23,45,40
0.09,23:46:00,23,46,0
0.07,23:46:20,23,46,20
0.09,23:46:40,23,46,40
0.02,23:47:00,23,47,0
0.14,23:47:20,23,47,20
0.01,23:47:40,23,47,40
0.15,23:48:00,23,48,0
0.13,23:48:20,23,48,20
0.03,23:48:40,23,48,40
0.06,23:49:00,23,49,0
0.1,23:49:20,23,49,20
0.03,23:49:40,23,49,40
0.13,23:50:00,23,50,0
0.02,23:50:20,23,50,20
0.14,23:50:40,23,50,40
0.04,23:51:00,23,51,0
0.12,23:51:20,23,51,20
0.03,23:51:40,23,51,40
0.13,23:52:00,23,52,0
0.11,23:52:20,23,52,20
0.05,23:52:40,23,52,40
0.08,23:53:00,23,53,0
0.08,23:53:20,23,53,20
0.09,23:53:40,23,53,40
0.07,23:54:00,23,54,0
0.11,23:54:20,23,54,20
0.05,23:54:40,23,54,40
0.07,23:55:00,23,55,0
0.09,23:55:20,23,55,20
0.11,23:55:40,23,55,40
0.05,23:56:00,23,56,0
0.11,23:56:20,23,56,20
0.05,23:56:40,23,56,40
0.05,23:57:00,23,57,0
0.11,23:57:20,23,57,20
0.02,23:57:40,23,57,40
0.14,23:58:00,23,58,0
0.11,23:58:20,23,58,20
0.05,23:58:40,23,58,40
0.07,23:59:00,23,59,0
0.09,23:59:20,23,59,20
0.07,23:59:40,23,59,40
0.09,0:00:00,0,0,0
0.1,0:00:20,0,0,20
0.06,0:00:40,0,0,40
0.05,0:01:00,0,1,0
0.11,0:01:20,0,1,20
0.09,0:01:40,0,1,40
0.07,0:02:00,0,2,0
0.03,0:02:20,0,2,20
0.13,0:02:40,0,2,40
0.09,0:03:00,0,3,0
0.07,0:03:20,0,3,20
0.13,0:03:40,0,3,40
0.03,0:04:00,0,4,0
0.05,0:04:20,0,4,20
0.11,0:04:40,0,4,40
0.02,0:05:00,0,5,0
0.14,0:05:20,0,5,20
0.07,0:05:40,0,5,40
0.09,0:06:00,0,6,0
0.09,0:06:20,0,6,20
0.07,0:06:40,0,6,40
0.02,0:07:00,0,7,0
0.14,0:07:20,0,7,20
0.06,0:07:40,0,7,40
0.1,0:08:00,0,8,0
0.03,0:08:20,0,8,20
0.13,0:08:40,0,8,40
0.07,0:09:00,0,9,0
0.09,0:09:20,0,9,20
0.13,0:09:40,0,9,40
0.03,0:10:00,0,10,0
0.07,0:10:20,0,10,20
0.09,0:10:40,0,10,40
0.03,0:11:00,0,11,0
0.13,0:11:20,0,11,20
0.02,0:11:40,0,11,40
0.14,0:12:00,0,12,0
0.08,0:12:20,0,12,20
0.08,0:12:40,0,12,40
0.11,0:13:00,0,13,0
0.05,0:13:20,0,13,20
0.11,0:13:40,0,13,40
0.05,0:14:00,0,14,0
0.04,0:14:20,0,14,20
0.12,0:14:40,0,14,40
0.07,0:15:00,0,15,0
0.09,0:15:20,0,15,20
0.09,0:15:40,0,15,40
0.07,0:16:00,0,16,0
0.08,0:16:20,0,16,20
0.08,0:16:40,0,16,40
0.09,0:17:00,0,17,0
0.07,0:17:20,0,17,20
0.04,0:17:40,0,17,40
0.12,0:18:00,0,18,0
0.13,0:18:20,0,18,20
0.03,0:18:40,0,18,40
0.01,0:19:00,0,19,0
0.15,0:19:20,0,19,20
0.01,0:19:40,0,19,40
0.15,0:20:00,0,20,0
0.09,0:20:20,0,20,20
0.07,0:20:40,0,20,40
0.05,0:21:00,0,21,0
0.11,0:21:20,0,21,20
0.11,0:21:40,0,21,40
0.05,0:22:00,0,22,0
0.08,0:22:20,0,22,20
0.08,0:22:40,0,22,40
0.07,0:23:00,0,23,0
0.09,0:23:20,0,23,20
0.04,0:23:40,0,23,40
0.12,0:24:00,0,24,0
0.02,0:24:20,0,24,20
0.14,0:24:40,0,24,40
0.02,0:25:00,0,25,0
0.14,0:25:20,0,25,20
0.08,0:25:40,0,25,40
0.08,0:26:00,0,26,0
0.04,0:26:20,0,26,20
0.12,0:26:40,0,26,40
0.04,0:27:00,0,27,0
0.12,0:27:20,0,27,20
0.09,0:27:40,0,27,40
0.07,0:28:00,0,28,0
0.1,0:28:20,0,28,20
0.06,0:28:40,0,28,40
0.13,0:29:00,0,29,0
0.03,0:29:20,0,29,20
0.08,0:29:40,0,29,40
0.08,0:30:00,0,30,0
0.06,0:30:20,0,30,20
0.1,0:30:40,0,30,40
0.05,0:31:00,0,31,0
0.11,0:31:20,0,31,20
0.07,0:31:40,0,31,40
0.09,0:32:00,0,32,0
0.07,0:32:20,0,32,20
0.09,0:32:40,0,32,40
0.03,0:33:00,0,33,0
0.13,0:33:20,0,33,20
0.06,0:33:40,0,33,40
0.1,0:34:00,0,34,0
0.04,0:34:20,0,34,20
0.12,0:34:40,0,34,40
0.06,0:35:00,0,35,0
0.1,0:35:20,0,35,20
0.04,0:35:40,0,35,40
0.12,0:36:00,0,36,0
0.09,0:36:20,0,36,20
0.07,0:36:40,0,36,40
0.13,0:37:00,0,37,0
0.03,0:37:20,0,37,20
0.13,0:37:40,0,37,40
0.03,0:38:00,0,38,0
0.04,0:38:20,0,38,20
0.12,0:38:40,0,38,40
0.03,0:39:00,0,39,0
0.13,0:39:20,0,39,20
0.06,0:39:40,0,39,40
0.1,0:40:00,0,40,0
0.03,0:40:20,0,40,20
0.13,0:40:40,0,40,40
0.07,0:41:00,0,41,0
0.09,0:41:20,0,41,20
0.11,0:41:40,0,41,40
0.05,0:42:00,0,42,0
0.11,0:42:20,0,42,20
0.05,0:42:40,0,42,40
0.08,0:43:00,0,43,0
0.08,0:43:20,0,43,20
0.02,0:43:40,0,43,40
0.14,0:44:00,0,44,0
0.13,0:44:20,0,44,20
0.03,0:44:40,0,44,40
0.03,0:45:00,0,45,0
0.13,0:45:20,0,45,20
0.07,0:45:40,0,45,40
0.09,0:46:00,0,46,0
0.1,0:46:20,0,46,20
0.06,0:46:40,0,46,40
0.08,0:47:00,0,47,0
0.08,0:47:20,0,47,20
0.09,0:47:40,0,47,40
0.07,0:48:00,0,48,0
0.05,0:48:20,0,48,20
0.11,0:48:40,0,48,40
0.05,0:49:00,0,49,0
0.11,0:49:20,0,49,20
0.05,0:49:40,0,49,40
0.11,0:50:00,0,50,0
0.07,0:50:20,0,50,20
0.09,0:50:40,0,50,40
0.03,0:51:00,0,51,0
0.13,0:51:20,0,51,20
0.06,0:51:40,0,51,40
0.1,0:52:00,0,52,0
0.08,0:52:20,0,52,20
0.08,0:52:40,0,52,40
0.07,0:53:00,0,53,0
0.09,0:53:20,0,53,20
0.13,0:53:40,0,53,40
0.03,0:54:00,0,54,0
0.07,0:54:20,0,54,20
0.09,0:54:40,0,54,40
0.11,0:55:00,0,55,0
0.05,0:55:20,0,55,20
0.05,0:55:40,0,55,40
0.11,0:56:00,0,56,0
0.09,0:56:20,0,56,20
0.07,0:56:40,0,56,40
0.07,0:57:00,0,57,0
0.09,0:57:20,0,57,20
0.07,0:57:40,0,57,40
0.09,0:58:00,0,58,0
0.02,0:58:20,0,58,20
0.14,0:58:40,0,58,40
0.01,0:59:00,0,59,0
0.15,0:59:20,0,59,20
0.02,0:59:40,0,59,40
0.14,1:00:00,1,0,0
0.06,1:00:20,1,0,20
0.1,1:00:40,1,0,40
0.08,1:01:00,1,1,0
0.08,1:01:20,1,1,20
0.1,1:01:40,1,1,40
0.06,1:02:00,1,2,0
0.03,1:02:20,1,2,20
0.13,1:02:40,1,2,40
0.06,1:03:00,1,3,0
0.1,1:03:20,1,3,20
0.09,1:03:40,1,3,40
0.07,1:04:00,1,4,0
0.09,1:04:20,1,4,20
0.07,1:04:40,1,4,40
0.08,1:05:00,1,5,0
0.08,1:05:20,1,5,20
0.05,1:05:40,1,5,40
0.11,1:06:00,1,6,0
0.01,1:06:20,1,6,20
0.15,1:06:40,1,6,40
0.09,1:07:00,1,7,0
0.07,1:07:20,1,7,20
0.09,1:07:40,1,7,40
0.07,1:08:00,1,8,0
0.02,1:08:20,1,8,20
0.14,1:08:40,1,8,40
0.04,1:09:00,1,9,0
0.12,1:09:20,1,9,20
0.02,1:09:40,1,9,40
0.14,1:10:00,1,10,0
0.05,1:10:20,1,10,20
0.11,1:10:40,1,10,40
0.1,1:11:00,1,11,0
0.06,1:11:20,1,11,20
0.05,1:11:40,1,11,40
0.11,1:12:00,1,12,0
0.08,1:12:20,1,12,20
0.08,1:12:40,1,12,40
0.05,1:13:00,1,13,0
0.11,1:13:20,1,13,20
0.02,1:13:40,1,13,40
0.14,1:14:00,1,14,0
0.07,1:14:20,1,14,20
0.09,1:14:40,1,14,40
0.03,1:15:00,1,15,0
0.13,1:15:20,1,15,20
0.04,1:15:40,1,15,40
0.12,1:16:00,1,16,0
0.06,1:16:20,1,16,20
0.1,1:16:40,1,16,40
0.03,1:17:00,1,17,0
0.13,1:17:20,1,17,20
0.09,1:17:40,1,17,40
0.07,1:18:00,1,18,0
0.03,1:18:20,1,18,20
0.13,1:18:40,1,18,40
0.03,1:19:00,1,19,0
0.13,1:19:20,1,19,20
0.01,1:19:40,1,19,40
0.15,1:20:00,1,20,0
0.05,1:20:20,1,20,20
0.11,1:20:40,1,20,40
0.05,1:21:00,1,21,0
0.11,1:21:20,1,21,20
0.04,1:21:40,1,21,40
0.12,1:22:00,1,22,0
0.1,1:22:20,1,22,20
0.06,1:22:40,1,22,40
0.08,1:23:00,1,23,0
0.08,1:23:20,1,23,20
0.06,1:23:40,1,23,40
0.1,1:24:00,1,24,0
0.03,1:24:20,1,24,20
0.13,1:24:40,1,24,40
0.04,1:25:00,1,25,0
0.12,1:25:20,1,25,20
0.05,1:25:40,1,25,40
0.11,1:26:00,1,26,0
0.07,1:26:20,1,26,20
0.09,1:26:40,1,26,40
0.05,1:27:00,1,27,0
0.11,1:27:20,1,27,20
0.04,1:27:40,1,27,40
0.12,1:28:00,1,28,0
0.02,1:28:20,1,28,20
0.14,1:28:40,1,28,40
0.1,1:29:00,1,29,0
0.06,1:29:20,1,29,20
0.01,1:29:40,1,29,40
0.15,1:30:00,1,30,0
0.1,1:30:20,1,30,20
0.06,1:30:40,1,30,40
0.1,1:31:00,1,31,0
0.06,1:31:20,1,31,20
0.02,1:31:40,1,31,40
0.14,1:32:00,1,32,0
0.11,1:32:20,1,32,20
0.05,1:32:40,1,32,40
0.09,1:33:00,1,33,0
0.07,1:33:20,1,33,20
0.09,1:33:40,1,33,40
0.07,1:34:00,1,34,0
0.07,1:34:20,1,34,20
0.09,1:34:40,1,34,40
0.05,1:35:00,1,35,0
0.11,1:35:20,1,35,20
0.04,1:35:40,1,35,40
0.12,1:36:00,1,36,0
0.08,1:36:20,1,36,20
0.08,1:36:40,1,36,40
0.09,1:37:00,1,37,0
0.07,1:37:20,1,37,20
0.08,1:37:40,1,37,40
0.08,1:38:00,1,38,0
0.1,1:38:20,1,38,20
0.06,1:38:40,1,38,40
0.06,1:39:00,1,39,0
0.1,1:39:20,1,39,20
0.05,1:39:40,1,39,40
0.11,1:40:00,1,40,0
0.04,1:40:20,1,40,20
0.12,1:40:40,1,40,40
0.06,1:41:00,1,41,0
0.1,1:41:20,1,41,20
0.11,1:41:40,1,41,40
0.05,1:42:00,1,42,0
0.09,1:42:20,1,42,20
0.07,1:42:40,1,42,40
0.08,1:43:00,1,43,0
0.08,1:43:20,1,43,20
0.08,1:43:40,1,43,40
0.08,1:44:00,1,44,0
0.09,1:44:20,1,44,20
0.07,1:44:40,1,44,40
0.1,1:45:00,1,45,0
0.06,1:45:20,1,45,20
0.13,1:45:40,1,45,40
0.03,1:46:00,1,46,0
0.13,1:46:20,1,46,20
0.03,1:46:40,1,46,40
0.05,1:47:00,1,47,0
